asin,first_timestamp,last_timestamp,reference_start_position,reference_end_position,reference_n,reference_mean,reference_count_1,reference_count_2,reference_count_3,reference_count_4,reference_count_5,calibration_1_start_position,calibration_1_end_position,calibration_1_n,calibration_1_mean,calibration_1_count_1,calibration_1_count_2,calibration_1_count_3,calibration_1_count_4,calibration_1_count_5,calibration_2_start_position,calibration_2_end_position,calibration_2_n,calibration_2_mean,calibration_2_count_1,calibration_2_count_2,calibration_2_count_3,calibration_2_count_4,calibration_2_count_5,experimental_A_start_position,experimental_A_end_position,experimental_A_n,experimental_A_mean,experimental_A_count_1,experimental_A_count_2,experimental_A_count_3,experimental_A_count_4,experimental_A_count_5,experimental_B_start_position,experimental_B_end_position,experimental_B_n,experimental_B_mean,experimental_B_count_1,experimental_B_count_2,experimental_B_count_3,experimental_B_count_4,experimental_B_count_5,holdout_1_start_position,holdout_1_end_position,holdout_1_n,holdout_1_mean,holdout_1_count_1,holdout_1_count_2,holdout_1_count_3,holdout_1_count_4,holdout_1_count_5,holdout_2_start_position,holdout_2_end_position,holdout_2_n,holdout_2_mean,holdout_2_count_1,holdout_2_count_2,holdout_2_count_3,holdout_2_count_4,holdout_2_count_5
B0BMTGQN2W,1455819027000,1558783798157,1,120,120,4.283333333333333,7,6,12,16,79,121,150,30,4.4,0,3,3,3,21,151,180,30,4.166666666666667,3,0,3,7,17,181,210,30,4.433333333333334,1,0,4,5,20,211,240,30,4.366666666666666,3,2,0,1,24,241,270,30,4.6,1,0,1,6,22,271,300,30,4.566666666666666,0,1,2,6,21
B0BMTGVRCQ,1650917480485,1678580592628,1,120,120,4.633333333333334,7,2,1,8,102,121,150,30,4.333333333333333,2,2,2,2,22,151,180,30,4.633333333333334,2,0,0,3,25,181,210,30,4.2,2,3,0,7,18,211,240,30,4.433333333333334,3,0,1,3,23,241,270,30,4.433333333333334,2,0,3,3,22,271,300,30,3.933333333333333,4,2,3,4,17
B0BMTRVXQQ,1284359241000,1481628071000,1,120,120,4.5,6,1,8,17,88,121,150,30,4.266666666666667,1,2,3,6,18,151,180,30,4.566666666666666,0,1,1,8,20,181,210,30,4.433333333333334,3,0,1,3,23,211,240,30,4.7,0,3,0,0,27,241,270,30,4.366666666666666,2,1,0,8,19,271,300,30,4.333333333333333,3,0,2,4,21
B0BMTSC2YZ,1517808366163,1645637324282,1,120,120,4.4,7,3,9,17,84,121,150,30,4.766666666666667,0,0,2,3,25,151,180,30,4.233333333333333,3,0,3,5,19,181,210,30,4.5,1,1,2,4,22,211,240,30,4.6,1,1,1,3,24,241,270,30,4.666666666666667,1,1,0,3,25,271,300,30,4.233333333333333,2,2,4,1,21
B0BMV6DF92,1364953846000,1411099742000,1,120,120,4.508333333333334,5,3,4,22,86,121,150,30,4.633333333333334,0,1,2,4,23,151,180,30,4.7,0,0,1,7,22,181,210,30,4.566666666666666,2,0,0,5,23,211,240,30,4.733333333333333,0,0,1,6,23,241,270,30,4.533333333333333,0,2,0,8,20,271,300,30,4.466666666666667,2,1,0,5,22
B0BMV95DBT,1571612023795,1626546493632,1,120,120,4.825,1,1,5,4,109,121,150,30,4.533333333333333,1,1,3,1,24,151,180,30,4.766666666666667,0,0,0,7,23,181,210,30,4.733333333333333,0,0,2,4,24,211,240,30,4.866666666666666,0,0,0,4,26,241,270,30,4.833333333333333,1,0,0,1,28,271,300,30,4.666666666666667,1,0,1,4,24
B0BMV9YHV2,1572217104804,1654658373407,1,120,120,4.508333333333334,4,4,10,11,91,121,150,30,4.4,1,3,2,1,23,151,180,30,4.233333333333333,0,4,3,5,18,181,210,30,4.9,0,0,0,3,27,211,240,30,4.2,3,1,2,5,19,241,270,30,4.533333333333333,2,1,1,1,25,271,300,30,4.633333333333334,0,1,3,2,24
B0BMVCP8K7,1571710725996,1604964613559,1,120,120,4.666666666666667,5,0,3,14,98,121,150,30,4.8,0,0,1,4,25,151,180,30,4.6,1,0,3,2,24,181,210,30,4.466666666666667,2,0,3,2,23,211,240,30,4.833333333333333,0,0,2,1,27,241,270,30,4.933333333333334,0,0,1,0,29,271,300,30,4.766666666666667,0,1,0,4,25
B0BMVCR5BB,1605353886909,1689773187513,1,120,120,4.358333333333333,6,7,12,8,87,121,150,30,4.433333333333334,0,3,0,8,19,151,180,30,4.3,2,1,3,4,20,181,210,30,4.033333333333333,2,1,7,4,16,211,240,30,4.5,0,1,5,2,22,241,270,30,4.166666666666667,3,2,1,5,19,271,300,30,3.5,4,5,5,4,12
B0BMW1F3Y7,1636152167750,1689870301333,1,120,120,4.5,7,4,6,8,95,121,150,30,4.033333333333333,4,2,1,5,18,151,180,30,4.366666666666666,2,1,3,2,22,181,210,30,4.166666666666667,2,3,2,4,19,211,240,30,4.266666666666667,3,2,1,2,22,241,270,30,4.433333333333334,0,4,2,1,23,271,300,30,4.233333333333333,3,1,2,4,20
B0BMW9STQQ,1451762345000,1656555923491,1,120,120,4.075,13,5,14,16,72,121,150,30,4.033333333333333,4,2,3,1,20,151,180,30,4.4,2,1,2,3,22,181,210,30,4.333333333333333,3,1,2,1,23,211,240,30,4.2,4,1,2,1,22,241,270,30,4.1,2,3,4,2,19,271,300,30,4.266666666666667,3,2,1,2,22
B0BMWFG3LN,1563137696153,1608308868016,1,120,120,4.216666666666667,6,3,15,31,65,121,150,30,4.533333333333333,1,1,2,3,23,151,180,30,4.233333333333333,2,2,1,7,18,181,210,30,4.1,2,3,2,6,17,211,240,30,4.033333333333333,3,4,0,5,18,241,270,30,3.8,5,0,6,4,15,271,300,30,4.133333333333334,4,1,2,3,20
B0BMWL367W,1193476621000,1386390709000,1,120,120,4.15,11,5,5,33,66,121,150,30,3.8,4,2,3,8,13,151,180,30,4.466666666666667,1,2,1,4,22,181,210,30,4.166666666666667,2,2,2,7,17,211,240,30,4.366666666666666,0,1,4,8,17,241,270,30,4.3,1,3,2,4,20,271,300,30,4.1,1,5,1,6,17
B0BMWMM1GY,1574869623866,1661688301126,1,120,120,4.708333333333333,4,0,2,15,99,121,150,30,4.533333333333333,2,0,1,4,23,151,180,30,4.4,4,0,0,2,24,181,210,30,4.566666666666666,1,0,2,5,22,211,240,30,4.533333333333333,1,0,2,6,21,241,270,30,4.433333333333334,3,0,1,3,23,271,300,30,4.433333333333334,3,0,0,5,22
B0BMWSG9RR,1608208782223,1631160182529,1,120,120,4.066666666666666,10,10,14,14,72,121,150,30,3.7666666666666666,5,1,5,4,15,151,180,30,3.7666666666666666,7,0,1,7,15,181,210,30,4.066666666666666,3,3,2,3,19,211,240,30,3.9,4,3,3,2,18,241,270,30,3.8666666666666667,2,4,4,6,14,271,300,30,3.8333333333333335,4,2,4,5,15
B0BMWVX29K,1355682046000,1421174796000,1,120,120,3.7,18,13,14,17,58,121,150,30,3.7333333333333334,6,2,1,6,15,151,180,30,3.433333333333333,5,5,3,6,11,181,210,30,3.6,7,1,2,7,13,211,240,30,3.7,8,2,0,1,19,241,270,30,3.8666666666666667,6,1,1,5,17,271,300,30,3.8,3,4,4,4,15
B0BMX3YG7B,1667764618154,1673657881713,1,120,120,4.725,1,2,5,13,99,121,150,30,4.866666666666666,0,0,0,4,26,151,180,30,4.833333333333333,0,0,0,5,25,181,210,30,4.766666666666667,1,0,0,3,26,211,240,30,4.866666666666666,0,0,1,2,27,241,270,30,4.866666666666666,0,0,0,4,26,271,300,30,4.866666666666666,0,0,0,4,26
B0BMXH5W9V,1443868039000,1458578076000,1,120,120,4.425,3,6,10,19,82,121,150,30,4.366666666666666,2,0,2,7,19,151,180,30,4.433333333333334,0,2,4,3,21,181,210,30,4.066666666666666,3,2,4,2,19,211,240,30,4.433333333333334,1,1,3,4,21,241,270,30,4.033333333333333,4,0,3,7,16,271,300,30,4.0,4,0,4,6,16
B0BMXHPTYX,1484994382000,1589811198795,1,120,120,4.533333333333333,7,2,6,10,95,121,150,30,4.7,0,0,2,5,23,151,180,30,4.666666666666667,0,0,4,2,24,181,210,30,4.733333333333333,1,0,1,2,26,211,240,30,4.7,0,0,2,5,23,241,270,30,4.833333333333333,0,0,2,1,27,271,300,30,4.7,1,1,0,2,26
B0BMY4N3PT,1602774613207,1622748454433,1,120,120,4.25,9,7,10,13,81,121,150,30,4.366666666666666,3,0,2,3,22,151,180,30,4.333333333333333,2,1,3,3,21,181,210,30,4.066666666666666,2,4,2,4,18,211,240,30,4.533333333333333,2,0,2,2,24,241,270,30,4.133333333333334,2,1,4,7,16,271,300,30,3.933333333333333,2,4,3,6,15
B0BMY5NYX3,1494547797000,1562369759988,1,120,120,4.783333333333333,1,1,3,13,102,121,150,30,4.6,0,0,2,8,20,151,180,30,4.166666666666667,1,4,3,3,19,181,210,30,4.1,3,2,2,5,18,211,240,30,4.3,3,2,1,1,23,241,270,30,4.666666666666667,1,0,1,4,24,271,300,30,4.6,0,1,2,5,22
B0BMYD87JB,1133757503000,1405269474000,1,120,120,4.208333333333333,8,5,13,22,72,121,150,30,4.666666666666667,0,0,3,4,23,151,180,30,4.5,1,0,3,5,21,181,210,30,4.0,4,1,2,7,16,211,240,30,4.366666666666666,0,2,3,7,18,241,270,30,4.6,0,1,1,7,21,271,300,30,4.133333333333334,3,2,0,8,17
B0BMYLH8DX,1602035487158,1638994643035,1,120,120,4.825,2,0,3,7,108,121,150,30,4.8,0,1,1,1,27,151,180,30,4.766666666666667,1,0,0,3,26,181,210,30,4.6,2,0,1,2,25,211,240,30,4.833333333333333,0,1,0,2,27,241,270,30,4.9,0,1,0,0,29,271,300,30,4.766666666666667,0,1,1,2,26
B0BMZ2XJ86,1489079709000,1520966108329,1,120,120,4.6,3,3,5,17,92,121,150,30,4.4,2,0,3,4,21,151,180,30,4.366666666666666,2,1,3,2,22,181,210,30,4.133333333333334,4,0,1,8,17,211,240,30,4.6,0,1,1,7,21,241,270,30,4.266666666666667,4,0,2,2,22,271,300,30,4.733333333333333,0,0,0,8,22
B0BMZ8ZMRH,1615388427782,1661003680349,1,120,120,4.35,7,7,9,11,86,121,150,30,4.433333333333334,0,3,2,4,21,151,180,30,4.266666666666667,2,2,2,4,20,181,210,30,4.266666666666667,2,2,4,0,22,211,240,30,4.366666666666666,0,5,1,2,22,241,270,30,4.266666666666667,2,1,2,7,18,271,300,30,4.5,3,1,0,0,26
B0BMZCRFVY,1456351487000,1480080302000,1,120,120,4.65,5,3,3,7,102,121,150,30,4.4,2,3,0,1,24,151,180,30,4.233333333333333,3,2,1,3,21,181,210,30,4.266666666666667,5,0,0,2,23,211,240,30,4.7,1,0,1,3,25,241,270,30,4.4,2,2,0,4,22,271,300,30,4.2,5,0,1,2,22
B0BMZDKJK9,1347561628000,1644726909587,1,120,120,4.691666666666666,3,3,1,14,99,121,150,30,4.9,0,0,1,1,28,151,180,30,4.266666666666667,2,1,3,5,19,181,210,30,4.7,0,2,0,3,25,211,240,30,4.833333333333333,0,0,1,3,26,241,270,30,4.866666666666666,0,0,1,2,27,271,300,30,4.966666666666667,0,0,0,1,29
B0BMZNLDDZ,985030768000,1344701449000,1,120,120,4.758333333333334,2,3,3,6,106,121,150,30,4.6,0,2,2,2,24,151,180,30,4.766666666666667,0,2,0,1,27,181,210,30,4.566666666666666,2,0,2,1,25,211,240,30,4.566666666666666,2,1,0,2,25,241,270,30,4.8,1,0,0,2,27,271,300,30,4.6,1,0,3,2,24
B0BMZP4HQX,1484931149000,1630716649653,1,120,120,4.1,15,4,8,20,73,121,150,30,4.0,5,0,2,6,17,151,180,30,4.333333333333333,2,1,2,5,20,181,210,30,3.7333333333333334,5,4,1,4,16,211,240,30,4.466666666666667,2,1,1,3,23,241,270,30,4.233333333333333,3,0,2,7,18,271,300,30,4.3,2,1,4,2,21
B0BMZPP5D8,1397225014000,1528174000335,1,120,120,4.316666666666666,6,7,9,19,79,121,150,30,4.066666666666666,4,1,3,3,19,151,180,30,4.0,3,2,6,0,19,181,210,30,4.266666666666667,2,1,3,5,19,211,240,30,4.466666666666667,2,1,2,1,24,241,270,30,4.2,3,2,2,2,21,271,300,30,4.333333333333333,3,1,1,3,22
B0BMZQH7L8,1529121528071,1642362347848,1,120,120,4.15,8,10,12,16,74,121,150,30,3.2666666666666666,9,0,6,4,11,151,180,30,3.8,5,1,5,3,16,181,210,30,3.8,3,4,3,6,14,211,240,30,3.3,5,5,8,0,12,241,270,30,3.3333333333333335,7,6,1,2,14,271,300,30,3.6,5,4,3,4,14
B0BMZQRXRR,1360014447000,1483651056000,1,120,120,4.116666666666666,10,7,13,19,71,121,150,30,4.566666666666666,2,0,1,3,24,151,180,30,4.233333333333333,2,1,3,6,18,181,210,30,4.7,0,1,1,4,24,211,240,30,4.533333333333333,1,0,2,6,21,241,270,30,3.933333333333333,3,2,3,8,14,271,300,30,4.133333333333334,3,1,3,5,18
B0BMZR2R93,1463072111000,1652047619400,1,120,120,3.9916666666666667,11,8,18,17,66,121,150,30,4.166666666666667,2,1,5,4,18,151,180,30,3.966666666666667,2,3,5,4,16,181,210,30,4.0,4,1,3,5,17,211,240,30,3.4,5,3,8,3,11,241,270,30,4.1,3,0,5,5,17,271,300,30,2.8,9,6,5,2,8
B0BMZS44BG,1471804850000,1622224536168,1,120,120,4.591666666666667,5,2,4,15,94,121,150,30,4.566666666666666,1,2,0,3,24,151,180,30,4.3,2,1,4,2,21,181,210,30,4.8,0,0,2,2,26,211,240,30,4.5,1,1,3,2,23,241,270,30,4.033333333333333,4,2,0,7,17,271,300,30,4.266666666666667,1,3,2,5,19
B0BMZSGFS9,1473108592000,1596593895670,1,120,120,4.816666666666666,0,3,3,7,107,121,150,30,4.833333333333333,0,0,0,5,25,151,180,30,4.933333333333334,0,0,0,2,28,181,210,30,4.8,0,0,2,2,26,211,240,30,4.4,3,0,2,2,23,241,270,30,4.6,1,1,1,3,24,271,300,30,4.633333333333334,0,1,1,6,22
B0BMZT4QG6,1444434620000,1626432665149,1,120,120,4.658333333333333,3,2,4,15,96,121,150,30,4.733333333333333,0,1,0,5,24,151,180,30,4.6,1,1,1,3,24,181,210,30,4.633333333333334,0,1,3,2,24,211,240,30,4.333333333333333,0,3,4,3,20,241,270,30,4.466666666666667,3,0,2,0,25,271,300,30,4.633333333333334,0,2,1,3,24
B0BMZT7F6G,1503707591895,1567482346258,1,120,120,4.608333333333333,4,2,6,13,95,121,150,30,4.633333333333334,0,1,1,6,22,151,180,30,4.733333333333333,0,1,0,5,24,181,210,30,4.7,1,0,1,3,25,211,240,30,4.866666666666666,0,1,0,1,28,241,270,30,4.633333333333334,1,1,0,4,24,271,300,30,4.733333333333333,0,1,2,1,26
B0BMZTKBKR,1507495013532,1588518740033,1,120,120,4.666666666666667,4,2,5,8,101,121,150,30,4.666666666666667,1,1,0,3,25,151,180,30,4.733333333333333,1,0,1,2,26,181,210,30,4.633333333333334,1,1,1,2,25,211,240,30,4.2,3,1,4,1,21,241,270,30,4.7,1,0,1,3,25,271,300,30,4.5,0,3,1,4,22
B0BMZTP1M4,1529687633840,1673825100342,1,120,120,3.933333333333333,19,7,8,15,71,121,150,30,2.966666666666667,11,2,5,1,11,151,180,30,3.1,8,3,7,2,10,181,210,30,3.1666666666666665,9,4,3,1,13,211,240,30,2.9,9,6,4,1,10,241,270,30,2.533333333333333,11,6,5,2,6,271,300,30,2.466666666666667,15,3,2,3,7
B0BMZTS573,1522102448198,1596344979236,1,120,120,4.016666666666667,14,8,13,12,73,121,150,30,4.1,3,2,3,3,19,151,180,30,4.333333333333333,1,2,4,2,21,181,210,30,4.166666666666667,2,1,6,2,19,211,240,30,3.7333333333333334,4,4,4,2,16,241,270,30,3.966666666666667,3,3,2,6,16,271,300,30,4.2,2,2,4,2,20
B0BMZWZL7H,1613952599807,1638960788942,1,120,120,4.175,14,5,11,6,84,121,150,30,4.133333333333334,2,4,2,2,20,151,180,30,3.6666666666666665,7,3,1,1,18,181,210,30,3.6666666666666665,6,5,0,1,18,211,240,30,4.2,4,1,2,1,22,241,270,30,3.3666666666666667,10,2,1,1,16,271,300,30,4.0,2,6,1,2,19
B0BN1FXZSN,1477523749000,1576107490203,1,120,120,4.3,7,4,11,22,76,121,150,30,4.6,1,1,0,5,23,151,180,30,4.166666666666667,2,3,2,4,19,181,210,30,4.233333333333333,4,1,0,4,21,211,240,30,4.5,3,0,0,3,24,241,270,30,4.133333333333334,5,0,1,4,20,271,300,30,4.133333333333334,2,3,3,3,19
B0BN1HY8NY,1504470889339,1586130373183,1,120,120,4.616666666666666,3,0,6,22,89,121,150,30,4.566666666666666,1,0,1,7,21,151,180,30,4.566666666666666,1,0,2,5,22,181,210,30,4.766666666666667,0,1,1,2,26,211,240,30,4.033333333333333,3,1,4,6,16,241,270,30,4.6,1,1,1,3,24,271,300,30,4.4,2,1,2,3,22
B0BN1KMXNZ,1419017370000,1449986908000,1,120,120,3.8666666666666667,11,11,18,23,57,121,150,30,4.133333333333334,1,2,4,8,15,151,180,30,4.333333333333333,0,4,2,4,20,181,210,30,3.966666666666667,3,2,4,5,16,211,240,30,3.7,6,1,4,4,15,241,270,30,4.233333333333333,0,1,9,2,18,271,300,30,3.466666666666667,4,4,6,6,10
B0BN1Q7GHP,1587907817972,1625677493344,1,120,120,4.075,20,6,4,5,85,121,150,30,4.366666666666666,4,0,0,3,23,151,180,30,4.533333333333333,1,0,3,4,22,181,210,30,4.233333333333333,5,0,1,1,23,211,240,30,4.7,0,1,2,2,25,241,270,30,4.366666666666666,3,1,1,2,23,271,300,30,4.4,2,1,2,3,22
B0BN1QL5LY,1470131238000,1578552385762,1,120,120,4.5,4,5,9,11,91,121,150,30,3.933333333333333,5,2,1,4,18,151,180,30,4.6,2,1,0,1,26,181,210,30,4.5,2,1,2,0,25,211,240,30,4.1,5,1,1,2,21,241,270,30,4.2,3,1,1,7,18,271,300,30,4.4,3,0,2,2,23
B0BN1Y7LHW,1572354463921,1639628225844,1,120,120,4.375,6,6,11,11,86,121,150,30,4.533333333333333,2,1,0,3,24,151,180,30,4.733333333333333,0,1,0,5,24,181,210,30,3.966666666666667,3,2,4,5,16,211,240,30,4.433333333333334,3,0,0,5,22,241,270,30,4.3,3,1,2,2,22,271,300,30,4.1,1,3,4,6,16
B0BN1YVYVC,1516220057067,1677612651127,1,120,120,4.166666666666667,15,4,8,12,81,121,150,30,4.033333333333333,4,1,3,4,18,151,180,30,3.933333333333333,5,2,2,2,19,181,210,30,3.7666666666666666,7,2,1,1,19,211,240,30,2.6666666666666665,15,0,4,2,9,241,270,30,3.8,6,3,0,3,18,271,300,30,3.7,9,0,0,3,18
B0BN1Z5GB2,1571677938269,1666841321369,1,120,120,4.283333333333333,8,8,9,12,83,121,150,30,4.433333333333334,2,1,1,4,22,151,180,30,4.233333333333333,4,1,1,2,22,181,210,30,4.233333333333333,4,1,1,2,22,211,240,30,4.433333333333334,1,2,3,1,23,241,270,30,4.3,2,2,3,1,22,271,300,30,4.1,4,1,0,8,17
B0BN1ZMBD2,1597338373881,1659317041853,1,120,120,4.566666666666666,5,2,6,14,93,121,150,30,4.733333333333333,0,0,4,0,26,151,180,30,4.133333333333334,3,2,3,2,20,181,210,30,4.133333333333334,4,0,3,4,19,211,240,30,4.2,2,4,0,4,20,241,270,30,4.233333333333333,2,3,1,4,20,271,300,30,4.433333333333334,1,2,2,3,22
B0BN22L8DZ,1641417280557,1656901940444,1,120,120,3.9,22,9,2,13,74,121,150,30,3.966666666666667,5,2,0,5,18,151,180,30,4.1,4,1,1,6,18,181,210,30,3.566666666666667,8,1,2,4,15,211,240,30,4.2,4,1,1,3,21,241,270,30,3.966666666666667,5,1,2,4,18,271,300,30,4.166666666666667,3,1,3,4,19
B0BN25T9GK,1609380095596,1666368043681,1,120,120,4.666666666666667,6,1,4,5,104,121,150,30,4.633333333333334,2,0,1,1,26,151,180,30,4.6,2,1,0,1,26,181,210,30,4.566666666666666,3,0,0,1,26,211,240,30,4.5,1,0,4,3,22,241,270,30,4.633333333333334,2,1,0,0,27,271,300,30,4.566666666666666,1,1,2,2,24
B0BN28ZPN5,1494273342000,1515682909435,1,120,120,4.475,8,2,6,13,91,121,150,30,4.366666666666666,4,0,0,3,23,151,180,30,4.333333333333333,3,0,2,4,21,181,210,30,4.666666666666667,2,0,1,0,27,211,240,30,4.2,4,0,3,2,21,241,270,30,4.4,3,1,1,1,24,271,300,30,4.633333333333334,2,0,1,1,26
B0BN29NQ24,1413026825000,1539022656030,1,120,120,4.616666666666666,3,2,6,16,93,121,150,30,4.633333333333334,0,0,3,5,22,151,180,30,4.366666666666666,0,2,4,5,19,181,210,30,4.766666666666667,1,0,0,3,26,211,240,30,4.066666666666666,4,1,2,5,18,241,270,30,4.533333333333333,1,1,3,1,24,271,300,30,4.133333333333334,2,4,0,6,18
B0BN2BTP2X,1453398866000,1589305033855,1,120,120,4.175,12,6,9,15,78,121,150,30,3.7333333333333334,3,3,5,7,12,151,180,30,4.7,0,1,2,2,25,181,210,30,4.766666666666667,1,0,0,3,26,211,240,30,4.666666666666667,1,1,0,3,25,241,270,30,3.9,5,3,2,0,20,271,300,30,4.233333333333333,3,1,3,2,21
B0BN2DW2YT,1568569120853,1616807626794,1,120,120,4.775,0,2,7,7,104,121,150,30,4.966666666666667,0,0,0,1,29,151,180,30,4.9,0,0,0,3,27,181,210,30,4.933333333333334,0,0,1,0,29,211,240,30,4.8,1,0,0,2,27,241,270,30,4.333333333333333,3,1,1,3,22,271,300,30,4.766666666666667,0,1,2,0,27
B0BN2G7JMB,1100139076000,1357482910000,1,120,120,4.7,3,1,4,13,99,121,150,30,4.466666666666667,3,1,0,1,25,151,180,30,4.433333333333334,2,2,0,3,23,181,210,30,4.3,4,1,0,2,23,211,240,30,4.4,2,1,1,5,21,241,270,30,4.333333333333333,3,1,1,3,22,271,300,30,4.066666666666666,4,2,2,2,20
B0BN2HWH1K,1220206738000,1438711324000,1,120,120,4.175,3,4,21,33,59,121,150,30,4.466666666666667,0,1,5,3,21,151,180,30,3.7666666666666666,2,3,6,8,11,181,210,30,4.366666666666666,1,1,1,10,17,211,240,30,4.233333333333333,3,0,3,5,19,241,270,30,4.133333333333334,2,1,4,7,16,271,300,30,4.333333333333333,1,2,2,6,19
B0BN2PRQDL,1547394093121,1589330407544,1,120,120,4.816666666666666,2,1,0,11,106,121,150,30,4.9,0,0,0,3,27,151,180,30,4.9,0,0,0,3,27,181,210,30,4.833333333333333,0,0,1,3,26,211,240,30,4.466666666666667,0,3,2,3,22,241,270,30,4.8,0,0,1,4,25,271,300,30,4.366666666666666,0,1,6,4,19
B0BN2S6L2T,1662202306313,1675871646797,1,120,120,4.825,1,0,3,11,105,121,150,30,4.966666666666667,0,0,0,1,29,151,180,30,4.9,0,1,0,0,29,181,210,30,4.733333333333333,2,0,0,0,28,211,240,30,4.866666666666666,0,0,1,2,27,241,270,30,4.8,0,1,1,1,27,271,300,30,4.6,2,0,1,2,25
B0BN2SLCRM,1543969324392,1566647962167,1,120,120,4.533333333333333,5,3,3,21,88,121,150,30,4.9,0,0,0,3,27,151,180,30,4.666666666666667,0,0,3,4,23,181,210,30,4.266666666666667,2,3,0,5,20,211,240,30,4.5,2,0,1,5,22,241,270,30,4.5,0,2,3,3,22,271,300,30,4.266666666666667,2,1,2,7,18
B0BN2TLZTM,1507898034568,1620189272938,1,120,120,4.266666666666667,10,3,12,15,80,121,150,30,4.266666666666667,1,3,1,7,18,151,180,30,3.466666666666667,5,4,5,4,12,181,210,30,3.433333333333333,8,2,3,3,14,211,240,30,3.8,6,1,2,5,16,241,270,30,4.166666666666667,3,1,2,6,18,271,300,30,3.6,6,1,4,7,12
B0BN2VCKN4,1552574588082,1643670684513,1,120,120,4.525,5,4,7,11,93,121,150,30,4.466666666666667,1,2,2,2,23,151,180,30,4.033333333333333,3,2,3,5,17,181,210,30,4.2,4,1,2,1,22,211,240,30,3.6666666666666665,6,2,3,4,15,241,270,30,4.2,3,1,3,3,20,271,300,30,3.966666666666667,3,2,5,3,17
B0BN2YD8XF,1581280415847,1627960868713,1,120,120,4.775,2,1,3,10,104,121,150,30,4.633333333333334,1,0,1,5,23,151,180,30,4.666666666666667,2,0,1,0,27,181,210,30,4.766666666666667,0,0,2,3,25,211,240,30,4.633333333333334,1,1,2,0,26,241,270,30,4.6,2,0,0,4,24,271,300,30,4.666666666666667,2,0,0,2,26
B0BN2ZY24V,1358786010000,1435633067000,1,120,120,4.716666666666667,2,2,3,14,99,121,150,30,4.766666666666667,0,0,2,3,25,151,180,30,4.766666666666667,0,1,0,4,25,181,210,30,4.866666666666666,0,0,1,2,27,211,240,30,4.566666666666666,0,1,3,4,22,241,270,30,4.866666666666666,0,0,0,4,26,271,300,30,4.6,0,2,1,4,23
B0BN32JHPN,1566089792175,1595471780582,1,120,120,4.816666666666666,2,1,1,9,107,121,150,30,4.8,0,0,3,0,27,151,180,30,4.9,0,0,1,1,28,181,210,30,4.833333333333333,1,0,0,1,28,211,240,30,5.0,0,0,0,0,30,241,270,30,4.733333333333333,1,0,0,4,25,271,300,30,4.866666666666666,0,0,0,4,26
B0BN36736G,1351477405000,1453699177000,1,120,120,4.633333333333334,0,2,8,22,88,121,150,30,4.3,1,2,2,7,18,151,180,30,4.866666666666666,0,0,0,4,26,181,210,30,4.533333333333333,1,0,2,6,21,211,240,30,4.6,2,0,1,2,25,241,270,30,4.766666666666667,1,0,1,1,27,271,300,30,4.7,1,1,0,2,26
B0BN3CJ2G6,1508763638272,1609956328365,1,120,120,4.425,12,2,4,7,95,121,150,30,4.233333333333333,2,2,3,3,20,151,180,30,4.266666666666667,5,0,1,0,24,181,210,30,3.6333333333333333,7,4,0,1,18,211,240,30,3.3333333333333335,10,1,2,3,14,241,270,30,3.7333333333333334,7,1,3,1,18,271,300,30,4.1,6,0,0,3,21
B0BN3H54X9,1542304654546,1573782558051,1,120,120,4.858333333333333,1,0,3,7,109,121,150,30,4.966666666666667,0,0,0,1,29,151,180,30,4.7,0,1,0,6,23,181,210,30,4.8,1,0,0,2,27,211,240,30,4.5,2,0,1,5,22,241,270,30,4.8,1,0,0,2,27,271,300,30,4.633333333333334,0,2,1,3,24
B0BN3KS121,1360725286000,1614226527684,1,120,120,4.2,11,5,11,15,78,121,150,30,4.133333333333334,5,0,2,2,21,151,180,30,4.1,3,3,2,2,20,181,210,30,4.3,3,2,1,1,23,211,240,30,3.8333333333333335,4,1,6,4,15,241,270,30,3.7333333333333334,5,3,4,1,17,271,300,30,3.8333333333333335,3,2,6,5,14
B0BN3SGW8M,1554517006993,1599245740839,1,120,120,4.658333333333333,1,3,7,14,95,121,150,30,4.666666666666667,0,0,4,2,24,151,180,30,4.6,0,1,3,3,23,181,210,30,4.233333333333333,4,1,1,2,22,211,240,30,4.6,0,1,2,5,22,241,270,30,4.8,0,0,3,0,27,271,300,30,4.833333333333333,0,0,1,3,26
B0BN3X371K,1524919304679,1612975844399,1,120,120,3.95,17,4,14,18,67,121,150,30,3.566666666666667,5,4,4,3,14,151,180,30,3.8333333333333335,1,8,2,3,16,181,210,30,2.6333333333333333,12,3,4,6,5,211,240,30,3.5,3,7,6,0,14,241,270,30,3.7333333333333334,5,2,3,6,14,271,300,30,4.033333333333333,2,3,3,6,16
B0BN41VCQX,1615757118775,1640888395485,1,120,120,4.691666666666666,2,3,4,12,99,121,150,30,4.833333333333333,0,1,0,2,27,151,180,30,4.6,1,0,2,4,23,181,210,30,4.633333333333334,0,1,2,4,23,211,240,30,4.5,1,2,1,3,23,241,270,30,4.333333333333333,2,2,1,4,21,271,300,30,4.633333333333334,0,0,4,3,23
